# Sensor Howard St. & 6th St. (BC), San Francisco, United States of America (Clarity/dcdbk0901)
# https://aqicn.org/station/@525955/
# Daily pm25
date,min,max,median,q1,q3,stdev,count
2025-11-09T00:00:00.000Z,5.47,18.55,10.63,9.67,13.27,3.158,24
2025-11-10T00:00:00.000Z,7.71,19.8,11.77,9.4,16.52,3.721,24
2025-11-11T00:00:00.000Z,7.75,15.06,11.66,10.14,13.12,2.148,24
2025-11-12T00:00:00.000Z,5.01,9.43,8.38,7.22,8.98,1.434,24
2025-11-13T00:00:00.000Z,2.65,5.21,3.89,3.35,4.17,0.698,24
2025-11-14T00:00:00.000Z,3.52,6.21,4.93,4.11,5.8,0.837,24
2025-11-15T00:00:00.000Z,4.3,7.18,5.11,4.65,5.52,0.788,24
2025-11-16T00:00:00.000Z,2.96,5,3.68,3.15,4.76,0.795,24
2025-11-17T00:00:00.000Z,2.51,4.45,3.17,2.78,3.47,0.508,24
2025-11-18T00:00:00.000Z,4.55,6.03,5.02,4.82,5.22,0.349,17
